Date,ADS.DE,AIR.PA,ALV.DE,BAS.DE,BAYN.DE,BEI.DE,BMW.DE,BNR.DE,CBK.DE,CON.DE,DTG.DE,DBK.DE,DB1.DE,DHL.DE,DTE.DE,EOAN.DE,FRE.DE,FME.DE,G1A.DE,HNR1.DE,HEI.DE,HEN3.DE,IFX.DE,MBG.DE,MRK.DE,MTX.DE,MUV2.DE,PAH3.DE,QIA.DE,RHM.DE,RWE.DE,SAP.DE,G24.DE,SIE.DE,ENR.DE,SHL.DE,SY1.DE,VOW3.DE,VNA.DE,ZAL.DE
2023-11-30,681995.0,1604084,975429.0,2962998.0,6045158.0,630275.0,2861028.0,1704052.0,4872676.0,791155.0,5864965.0,14472827.0,460646.0,3854521.0,6891401.0,6251929.0,2746160.0,685441.0,1604776.0,541495.0,788149.0,1021484.0,6882000.0,3589967.0,481548.0,242685.0,529393.0,1160807.0,1096123.0,190969.0,3347951.0,3859464.0,657151.0,2336566.0,4430230.0,1144961.0,1069951.0,882973.0,7918842.0,2099137.0
2023-12-01,399386.0,1030736,973308.0,1989728.0,4898592.0,162237.0,731827.0,452209.0,7023056.0,371813.0,1469427.0,6776813.0,365830.0,3147498.0,5465873.0,3828587.0,1278193.0,347777.0,324905.0,110829.0,454797.0,370251.0,5011460.0,1957079.0,270139.0,159143.0,225002.0,635321.0,514152.0,154030.0,1863728.0,1880512.0,148653.0,1479952.0,4621927.0,639233.0,301589.0,561241.0,3115648.0,1540039.0
2023-12-04,374622.0,816260,485427.0,2158538.0,3805359.0,110765.0,850657.0,305567.0,3371195.0,601366.0,1283346.0,5525716.0,185478.0,1867430.0,4790043.0,2747291.0,1313170.0,355107.0,239817.0,75750.0,208170.0,217732.0,3320367.0,2116842.0,302602.0,117348.0,210929.0,650741.0,315269.0,337507.0,1263671.0,1904647.0,119903.0,1052482.0,3014033.0,455900.0,229300.0,810052.0,3042026.0,1175617.0
2023-12-05,359290.0,1169855,858385.0,1938156.0,4058062.0,220024.0,931765.0,637973.0,3896440.0,350039.0,2554731.0,7197260.0,337355.0,2392866.0,6399992.0,3772298.0,1863591.0,330445.0,291384.0,87074.0,348994.0,246843.0,4775725.0,3039437.0,295709.0,124931.0,258604.0,559386.0,338747.0,191773.0,2133696.0,1677223.0,141602.0,1587962.0,2853558.0,492272.0,268274.0,693975.0,3718172.0,831914.0
2023-12-06,355895.0,1020974,975094.0,2541393.0,5146308.0,203540.0,1088946.0,415631.0,5820197.0,492528.0,2218456.0,10999294.0,262704.0,2065467.0,6943201.0,5055806.0,2029499.0,671648.0,353354.0,148096.0,401740.0,293929.0,4648618.0,2600586.0,1745291.0,134788.0,303446.0,1504672.0,453475.0,158536.0,2172724.0,1989051.0,147076.0,1936825.0,3830161.0,564755.0,270413.0,2458449.0,2974123.0,1476457.0
2023-12-07,788365.0,745169,849431.0,3768742.0,3601449.0,201937.0,920498.0,287937.0,16802688.0,394268.0,1109812.0,9086918.0,449909.0,2872163.0,4781836.0,4931140.0,900027.0,292735.0,366364.0,95070.0,426043.0,251289.0,2954604.0,2073491.0,622723.0,187676.0,218766.0,729441.0,968945.0,153712.0,1282387.0,1320991.0,176684.0,1222854.0,3281183.0,599980.0,296777.0,927492.0,3162416.0,2226091.0
2023-12-08,572328.0,1014223,955990.0,2091390.0,4260300.0,169950.0,1436380.0,352915.0,8743730.0,377917.0,1205684.0,10563460.0,425023.0,2937505.0,5746642.0,6629904.0,1164309.0,463083.0,257402.0,119743.0,308370.0,377565.0,3770698.0,2934602.0,523395.0,217306.0,297600.0,581893.0,577921.0,211008.0,2536998.0,1871492.0,102617.0,1590653.0,5462088.0,705576.0,249469.0,1028385.0,3406323.0,1721515.0
2023-12-11,446246.0,1087430,949037.0,2303142.0,3958199.0,213212.0,934467.0,242835.0,4836896.0,329012.0,1464938.0,9075458.0,329037.0,2352218.0,7157154.0,6121696.0,1319810.0,355053.0,394544.0,107336.0,278534.0,312208.0,3391520.0,2199996.0,504172.0,176235.0,239799.0,588365.0,489864.0,149779.0,2164937.0,2568711.0,145680.0,1367701.0,3097158.0,724409.0,170462.0,842023.0,2203542.0,1371867.0
2023-12-12,352640.0,1127503,810837.0,2301655.0,2829674.0,268833.0,965724.0,323344.0,8656350.0,346797.0,1126979.0,10008714.0,323646.0,2017307.0,6433304.0,5402507.0,822167.0,300160.0,459519.0,128333.0,382153.0,409339.0,2768993.0,2164014.0,804004.0,517144.0,266423.0,689351.0,563669.0,194830.0,2030353.0,2031540.0,126452.0,1445642.0,3253572.0,472968.0,290348.0,919885.0,2036802.0,1704800.0
2023-12-13,414848.0,801877,767675.0,5039859.0,3597327.0,347612.0,800108.0,286257.0,5179785.0,479252.0,965359.0,6192554.0,387163.0,2607426.0,7381082.0,4763244.0,788040.0,243421.0,385659.0,131349.0,520905.0,336444.0,2417494.0,2621757.0,520078.0,212729.0,233998.0,657685.0,538489.0,184023.0,1766954.0,1955034.0,128128.0,1219567.0,4320972.0,902428.0,294063.0,1050451.0,1867969.0,2263636.0
2023-12-14,785397.0,1920121,1685390.0,4332838.0,5735505.0,485374.0,1534986.0,365631.0,14903265.0,525717.0,2863684.0,13119238.0,635498.0,7155895.0,23751797.0,6989628.0,1962877.0,471332.0,494129.0,316495.0,565378.0,533407.0,7397518.0,4322932.0,757980.0,340167.0,797576.0,2557788.0,1040426.0,223473.0,2998987.0,3444351.0,228393.0,2449105.0,6995061.0,932899.0,601660.0,1517842.0,8322512.0,4473853.0
